5.3027 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x000002644F900F40>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000002644FD53A30>, multiSample=False, name='window1', numSamples=2, pos=(0, 0), screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
7.5684 	EXP 	Created timeout_feedback = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='timeout_feedback', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='Timeout - please respond faster!', units='height', win=Window(...), wrapWidth=1)
7.5766 	EXP 	Created wrong_feedback = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([ 1., -1., -1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='wrong_feedback', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='WRONG!', units='height', win=Window(...), wrapWidth=1)
7.5982 	EXP 	intro_text: autoDraw = True
8.3020 	DATA 	Keypress: space
8.3274 	EXP 	Imported trial_sequence.xlsx as conditions, 10 conditions, 3 params
8.3282 	EXP 	Created sequence: random, trialTypes=10, nReps=1, seed=None
8.3286 	EXP 	New trial (rep=0, index=0): {'animal_image': 'dog5.jpg', 'animal_type': 'dog', 'expected_answer': 'd'}
8.3287 	EXP 	window1: recordFrameIntervals = False
8.3423 	EXP 	intro_text: autoDraw = False
8.3569 	EXP 	window1: recordFrameIntervals = False
8.8760 	EXP 	stimulus: image = 'dog5.jpg'
8.8760 	EXP 	stimulus: autoDraw = True
9.8544 	DATA 	Keypress: d
9.8738 	EXP 	stimulus: autoDraw = False
9.8738 	EXP 	correct_feedback: autoDraw = True
11.8613 	EXP 	New trial (rep=0, index=1): {'animal_image': 'cat5.jpg', 'animal_type': 'cat', 'expected_answer': 'c'}
11.8615 	EXP 	window1: recordFrameIntervals = False
11.8762 	EXP 	correct_feedback: autoDraw = False
11.8762 	EXP 	correct_feedback: autoDraw = False
11.8762 	EXP 	timeout_feedback: autoDraw = False
11.8762 	EXP 	wrong_feedback: autoDraw = False
11.8877 	EXP 	window1: recordFrameIntervals = False
12.3561 	EXP 	stimulus: image = 'cat5.jpg'
12.3756 	EXP 	stimulus: autoDraw = True
13.0469 	DATA 	Keypress: c
13.0581 	EXP 	stimulus: autoDraw = False
13.0581 	EXP 	correct_feedback: autoDraw = True
15.0576 	EXP 	correct_feedback: autoDraw = False
15.0585 	EXP 	New trial (rep=0, index=2): {'animal_image': 'dog4.jpg', 'animal_type': 'dog', 'expected_answer': 'd'}
15.0587 	EXP 	window1: recordFrameIntervals = False
15.0738 	EXP 	correct_feedback: autoDraw = False
15.0738 	EXP 	timeout_feedback: autoDraw = False
15.0738 	EXP 	wrong_feedback: autoDraw = False
15.0876 	EXP 	window1: recordFrameIntervals = False
15.5498 	EXP 	stimulus: image = 'dog4.jpg'
15.5731 	EXP 	stimulus: autoDraw = True
17.5842 	EXP 	stimulus: autoDraw = False
17.5842 	EXP 	wrong_feedback: autoDraw = True
19.5843 	EXP 	New trial (rep=0, index=3): {'animal_image': 'cat4.jpg', 'animal_type': 'cat', 'expected_answer': 'c'}
19.5847 	EXP 	window1: recordFrameIntervals = False
19.5984 	EXP 	wrong_feedback: autoDraw = False
19.5984 	EXP 	correct_feedback: autoDraw = False
19.5984 	EXP 	timeout_feedback: autoDraw = False
19.5984 	EXP 	wrong_feedback: autoDraw = False
19.6092 	EXP 	window1: recordFrameIntervals = False
20.0770 	EXP 	stimulus: image = 'cat4.jpg'
20.0992 	EXP 	stimulus: autoDraw = True
22.1131 	EXP 	stimulus: autoDraw = False
22.1131 	EXP 	wrong_feedback: autoDraw = True
22.7300 	DATA 	Keypress: d
24.1103 	EXP 	New trial (rep=0, index=4): {'animal_image': 'cat1.jpg', 'animal_type': 'cat', 'expected_answer': 'c'}
24.1105 	EXP 	window1: recordFrameIntervals = False
24.1269 	EXP 	wrong_feedback: autoDraw = False
24.1269 	EXP 	correct_feedback: autoDraw = False
24.1269 	EXP 	timeout_feedback: autoDraw = False
24.1269 	EXP 	wrong_feedback: autoDraw = False
24.1374 	EXP 	window1: recordFrameIntervals = False
24.6065 	EXP 	stimulus: image = 'cat1.jpg'
24.6065 	EXP 	stimulus: autoDraw = True
26.2638 	DATA 	Keypress: d
26.2748 	EXP 	stimulus: autoDraw = False
26.2748 	EXP 	wrong_feedback: autoDraw = True
26.8273 	DATA 	Keypress: c
28.2720 	EXP 	wrong_feedback: autoDraw = False
28.2737 	EXP 	New trial (rep=0, index=5): {'animal_image': 'dog3.jpg', 'animal_type': 'dog', 'expected_answer': 'd'}
28.2739 	EXP 	window1: recordFrameIntervals = False
28.2899 	EXP 	correct_feedback: autoDraw = False
28.2899 	EXP 	timeout_feedback: autoDraw = False
28.2899 	EXP 	wrong_feedback: autoDraw = False
28.2971 	EXP 	window1: recordFrameIntervals = False
28.7666 	EXP 	stimulus: image = 'dog3.jpg'
28.7666 	EXP 	stimulus: autoDraw = True
29.5749 	DATA 	Keypress: c
29.5858 	EXP 	stimulus: autoDraw = False
29.5858 	EXP 	wrong_feedback: autoDraw = True
30.5224 	DATA 	Keypress: escape
30.9320 	EXP 	window1: mouseVisible = True
