6.6579 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x000002BC06C60F70>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000002BC07B83A60>, multiSample=False, name='window1', numSamples=2, pos=(0, 0), screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
35.8205 	EXP 	New trial (rep=0, index=7): {'animal_image': 'cat3.jpg', 'animal_type': 'cat', 'expected_answer': 'c'}
35.8208 	EXP 	window1: recordFrameIntervals = False
35.8337 	EXP 	right: autoDraw = False
35.8337 	EXP 	wrong: autoDraw = False
35.8337 	EXP 	right: autoDraw = False
35.8337 	EXP 	timedout: autoDraw = False
35.8482 	EXP 	window1: recordFrameIntervals = False
36.3127 	EXP 	stimulus: image = 'cat3.jpg'
36.3344 	EXP 	stimulus: autoDraw = True
37.3732 	DATA 	Keypress: c
37.3807 	EXP 	stimulus: autoDraw = False
37.3807 	EXP 	right: autoDraw = True
39.3801 	EXP 	New trial (rep=0, index=8): {'animal_image': 'cat5.jpg', 'animal_type': 'cat', 'expected_answer': 'c'}
39.3804 	EXP 	window1: recordFrameIntervals = False
39.3958 	EXP 	right: autoDraw = False
39.3958 	EXP 	wrong: autoDraw = False
39.3958 	EXP 	right: autoDraw = False
39.3958 	EXP 	timedout: autoDraw = False
39.4119 	EXP 	window1: recordFrameIntervals = False
39.8747 	EXP 	stimulus: image = 'cat5.jpg'
39.8956 	EXP 	stimulus: autoDraw = True
40.9351 	DATA 	Keypress: c
40.9441 	EXP 	stimulus: autoDraw = False
40.9441 	EXP 	right: autoDraw = True
42.9435 	EXP 	right: autoDraw = False
42.9445 	EXP 	New trial (rep=0, index=9): {'animal_image': 'dog3.jpg', 'animal_type': 'dog', 'expected_answer': 'd'}
42.9446 	EXP 	window1: recordFrameIntervals = False
42.9584 	EXP 	wrong: autoDraw = False
42.9584 	EXP 	right: autoDraw = False
42.9584 	EXP 	timedout: autoDraw = False
42.9704 	EXP 	window1: recordFrameIntervals = False
43.4398 	EXP 	stimulus: image = 'dog3.jpg'
43.4595 	EXP 	stimulus: autoDraw = True
45.4749 	EXP 	stimulus: autoDraw = False
45.4749 	EXP 	timedout: autoDraw = True
47.4856 	EXP 	timedout: autoDraw = False
47.4856 	EXP 	wrong: autoDraw = False
47.4856 	EXP 	right: autoDraw = False
47.4856 	EXP 	timedout: autoDraw = False
47.5483 	EXP 	window1: mouseVisible = True
